url,image,name,price
https://www.naheed.pk/super-crisp-masala-crinkled-chips-113g,https://media.naheed.pk/catalog/product/cache/fd6f1e57839b9b324771e8de21428b3f/1/0/1087256-1.jpg,"Super Crisp Masala Crinkled Chips, 113g",Rs. 100.00
https://www.naheed.pk/kurkure-toofaani-masala-37g,https://media.naheed.pk/catalog/product/cache/fd6f1e57839b9b324771e8de21428b3f/1/2/1239357-1.jpg,"Kurkure Toofaani Masala, 37g",Rs. 30.00
https://www.naheed.pk/kurkure-toofaani-masala-19g,https://media.naheed.pk/catalog/product/cache/fd6f1e57839b9b324771e8de21428b3f/1/2/1239356-1.jpg,"Kurkure Toofaani Masala, 19g",Rs. 20.00
https://www.naheed.pk/lay-s-french-cheese-chips-80g,https://media.naheed.pk/catalog/product/cache/fd6f1e57839b9b324771e8de21428b3f/1/1/1151402-1.jpg,"Lay's French Cheese Chips, 80g",Rs. 80.00
https://www.naheed.pk/lay-s-yogurt-herb-chips-80g,https://media.naheed.pk/catalog/product/cache/fd6f1e57839b9b324771e8de21428b3f/1/2/1233170-1.jpg,"Lay's Yogurt & Herb Chips, 80g",Rs. 80.00
https://www.naheed.pk/lay-s-wavy-texas-bbq-80g,https://media.naheed.pk/catalog/product/cache/fd6f1e57839b9b324771e8de21428b3f/1/2/1232663-1.jpg,"Lay's Wavy Texas BBQ, 80g",Rs. 80.00
https://www.naheed.pk/shahi-deevaan-herbal-mouth-freshener-24-pack,https://media.naheed.pk/catalog/product/cache/fd6f1e57839b9b324771e8de21428b3f/1/2/1227907-1.jpg,"Shahi Deevaan Herbal Mouth Freshener, 24-Pack",Rs. 120.00
https://www.naheed.pk/wah-potato-sticks-barbecue-150g,https://media.naheed.pk/catalog/product/cache/fd6f1e57839b9b324771e8de21428b3f/1/2/1220585-1.jpg,"Wah! Potato Sticks, Barbecue, 150g",Rs. 250.00
https://www.naheed.pk/wah-potato-sticks-ketchup-150g,https://media.naheed.pk/catalog/product/cache/fd6f1e57839b9b324771e8de21428b3f/1/2/1220583-1.jpg,"Wah! Potato Sticks, Ketchup, 150g",Rs. 250.00
https://www.naheed.pk/super-crisp-masala-crinkled-26g,https://media.naheed.pk/catalog/product/cache/fd6f1e57839b9b324771e8de21428b3f/i/u/iu1220662-1.jpg,"Super Crisp Masala Crinkled, 26g",Rs. 40.00
https://www.naheed.pk/wah-potato-sticks-garlic-mayo-150g,https://media.naheed.pk/catalog/product/cache/fd6f1e57839b9b324771e8de21428b3f/1/2/1220586-1.jpg,"Wah! Potato Sticks, Garlic Mayo, 150g",Rs. 250.00
https://www.naheed.pk/hunter-s-gourmet-sea-salt-hand-cooked-potato-chips-40g,https://media.naheed.pk/catalog/product/cache/fd6f1e57839b9b324771e8de21428b3f/1/2/1221631-1.jpg,"Hunter's Gourmet Sea Salt Hand Cooked Potato Chips, 40g",Rs. 350.00
